idp;a;veget5
522223 ;12;M
522266 ;17;M
522274 ;1;M
522286 ;10;M
522286 ;19;M
522286 ;24;M
522286 ;25;M
522298 ;2;M
522298 ;3;M
522315 ;3;M
522315 ;19;M
522345 ;1;M
522345 ;12;M
522345 ;14;M
522345 ;15;M
522345 ;16;M
522405 ;11;M
522405 ;13;M
522420 ;6;N
522420 ;30;M
522630 ;3;A
522641 ;3;M
522641 ;4;M
522641 ;5;M
522671 ;5;A
522724 ;5;M
522724 ;8;A
522737 ;9;M
522737 ;14;M
522737 ;15;M
522777 ;17;M
522777 ;18;M
522786 ;17;6
522814 ;8;M
522814 ;10;M
522814 ;16;A
522814 ;17;A
522814 ;21;A
522832 ;9;M
522832 ;12;M
522832 ;22;M
522846 ;3;A
522846 ;4;A
522846 ;5;M
522882 ;9;M
522882 ;10;M
522882 ;20;M
522922 ;1;M
522922 ;2;M
522922 ;3;M
522922 ;5;M
522922 ;9;M
522953 ;21;M
523021 ;2;M
523021 ;3;M
523032 ;12;M
523042 ;14;M
523046 ;14;M
523091 ;6;M
523134 ;1;M
523134 ;3;M
523134 ;4;M
523134 ;15;M
523143 ;9;M
523143 ;10;M
523143 ;16;M
523143 ;19;M
523143 ;23;M
523143 ;25;M
523143 ;26;M
523151 ;1;M
523151 ;3;M
523151 ;4;M
523151 ;5;M
523151 ;7;M
523151 ;8;M
523151 ;11;M
523151 ;12;M
523151 ;13;M
523173 ;8;M
523173 ;22;M
523175 ;16;M
523175 ;17;M
523175 ;18;M
523175 ;23;M
523175 ;24;M
523181 ;2;M
523181 ;4;M
523181 ;5;M
523181 ;6;M
523181 ;8;M
523181 ;9;M
523181 ;10;M
523181 ;12;M
523181 ;13;M
523181 ;18;M
523181 ;19;M
523181 ;21;M
523181 ;22;M
523181 ;23;M
523181 ;24;M
523181 ;25;M
523181 ;26;M
523249 ;6;M
523249 ;7;6
523258 ;1;M
523258 ;2;M
523285 ;2;M
523285 ;14;M
523285 ;16;M
523285 ;17;M
523303 ;26;M
523317 ;15;M
523344 ;1;M
523344 ;6;M
523344 ;7;M
523344 ;12;M
523344 ;18;M
523344 ;19;M
523374 ;9;M
523418 ;18;M
523418 ;19;M
523418 ;20;M
523418 ;21;M
523459 ;5;M
523459 ;12;M
523459 ;21;M
523474 ;1;M
523474 ;4;M
523501 ;4;6
523522 ;4;M
523522 ;6;M
523542 ;34;M
523607 ;4;A
523629 ;4;M
523744 ;4;M
523757 ;3;M
523757 ;4;M
523757 ;8;M
523757 ;12;M
523757 ;17;M
523757 ;18;M
523757 ;21;M
523757 ;22;M
523757 ;24;M
523757 ;25;M
523757 ;28;M
523822 ;1;N
523828 ;13;M
523828 ;16;A
523828 ;21;M
523828 ;22;M
523846 ;3;6
523846 ;4;6
523846 ;5;6
523846 ;6;6
523846 ;9;6
523853 ;3;M
523911 ;10;M
523911 ;12;M
523938 ;24;M
523946 ;2;A
523946 ;19;M
523946 ;20;N
523949 ;1;6
523949 ;3;6
523949 ;4;6
523949 ;5;6
523949 ;7;6
523953 ;1;M
523953 ;12;M
523953 ;22;M
523953 ;23;M
524030 ;5;M
524030 ;6;M
524030 ;7;M
524030 ;8;M
524035 ;10;N
524039 ;5;M
524078 ;18;M
524078 ;19;M
524142 ;2;M
524142 ;3;M
524142 ;4;M
524142 ;6;M
524151 ;6;M
524151 ;10;M
524151 ;11;M
524161 ;1;M
524181 ;6;M
524181 ;8;M
524181 ;15;M
524181 ;17;M
524181 ;18;M
524181 ;19;M
524181 ;28;M
524181 ;32;M
524181 ;33;M
524181 ;34;M
524200 ;6;M
524200 ;10;M
524210 ;4;M
524210 ;5;M
524210 ;6;M
524210 ;9;A
524232 ;5;6
524238 ;1;A
524238 ;4;A
524238 ;6;A
524270 ;11;M
524300 ;3;6
524300 ;18;6
524300 ;20;6
524302 ;11;M
524331 ;11;M
524331 ;13;M
524368 ;8;M
524368 ;9;A
524385 ;1;M
524385 ;7;M
524395 ;7;M
524403 ;5;M
524415 ;16;M
524447 ;4;M
524458 ;4;M
524491 ;1;M
524491 ;3;M
524491 ;11;M
524527 ;7;M
524527 ;8;A
524566 ;13;M
524597 ;1;A
524597 ;2;M
524597 ;19;M
524622 ;1;M
524635 ;4;M
524641 ;2;6
524641 ;12;6
524641 ;14;6
524641 ;17;6
524708 ;7;M
524731 ;7;M
524746 ;18;M
524760 ;1;M
524760 ;7;M
524760 ;8;M
524811 ;3;M
524820 ;5;M
524820 ;7;M
524820 ;12;M
524820 ;13;M
524820 ;33;M
524843 ;4;N
524843 ;13;M
524854 ;8;M
524859 ;6;A
524859 ;7;A
524915 ;8;M
524915 ;10;M
524915 ;11;M
524934 ;3;6
525052 ;1;M
525070 ;12;M
525070 ;13;M
525070 ;16;M
525070 ;22;M
525070 ;24;M
525070 ;38;M
525070 ;39;M
525087 ;4;M
525087 ;5;M
525087 ;6;M
525087 ;7;M
525087 ;8;M
525087 ;11;M
525095 ;4;6
525116 ;7;M
525116 ;8;M
525116 ;10;M
525131 ;7;M
525156 ;4;M
525189 ;2;M
525189 ;3;M
525189 ;13;M
525189 ;31;M
525199 ;6;M
525199 ;12;M
525229 ;4;M
525293 ;5;M
525293 ;9;M
525293 ;10;M
525293 ;13;M
525293 ;14;M
525293 ;16;M
525293 ;20;M
525345 ;16;M
525345 ;17;M
525345 ;24;M
525345 ;28;M
525360 ;8;M
525419 ;1;A
525452 ;15;6
525463 ;1;M
525463 ;2;M
525463 ;6;M
525463 ;8;M
525463 ;9;M
525463 ;18;M
525535 ;9;M
525585 ;1;M
525585 ;14;M
525585 ;15;M
525585 ;16;M
525585 ;18;M
525693 ;3;6
525708 ;3;M
525708 ;8;M
525725 ;11;M
525735 ;1;A
525735 ;7;M
525735 ;34;A
525735 ;37;M
525768 ;16;M
525772 ;7;M
525772 ;8;M
525772 ;11;M
525772 ;13;M
525772 ;14;M
525772 ;27;A
525772 ;31;M
525781 ;2;M
525781 ;5;M
525781 ;13;M
525781 ;15;M
525781 ;24;M
525781 ;31;M
525781 ;34;M
525781 ;37;M
525828 ;6;M
525833 ;2;M
525919 ;11;M
525957 ;6;A
525957 ;7;A
525957 ;10;A
525973 ;4;6
525973 ;8;6
525973 ;12;6
526091 ;2;M
526091 ;3;M
526091 ;4;M
526091 ;6;M
526091 ;14;M
526091 ;15;M
526091 ;16;M
526091 ;18;M
526101 ;17;M
526111 ;1;6
526111 ;15;M
526123 ;2;M
526150 ;1;M
526150 ;3;M
526150 ;16;M
526150 ;38;M
526151 ;2;M
526151 ;13;A
526151 ;14;A
526151 ;26;M
526153 ;3;M
526153 ;18;M
526173 ;4;M
526173 ;7;M
526173 ;13;M
526173 ;14;M
526173 ;20;M
526173 ;22;M
526215 ;3;M
526215 ;5;M
526215 ;17;M
526215 ;19;M
526215 ;24;M
526215 ;25;M
526285 ;11;M
526285 ;12;M
526285 ;20;M
526302 ;17;M
526322 ;10;N
526322 ;13;N
526322 ;18;M
526322 ;24;N
526326 ;8;M
526326 ;10;M
526392 ;1;M
526392 ;9;M
526392 ;10;M
526392 ;11;M
526392 ;12;M
526392 ;17;M
526392 ;22;M
526392 ;24;M
526392 ;26;M
526400 ;2;M
526400 ;3;M
526400 ;23;M
526400 ;26;M
526405 ;9;M
526412 ;6;M
526507 ;1;A
526507 ;4;M
526507 ;15;A
526508 ;6;N
526533 ;10;M
526535 ;12;M
526565 ;5;M
526582 ;4;M
526618 ;7;M
526618 ;12;N
526649 ;11;M
526662 ;3;M
526662 ;13;M
526683 ;8;M
526690 ;7;M
526690 ;10;M
526690 ;17;M
526695 ;5;M
526698 ;4;M
526698 ;6;M
526698 ;7;M
526698 ;8;M
526698 ;9;M
526705 ;7;M
526705 ;9;M
526731 ;1;6
526755 ;3;M
526755 ;12;M
526755 ;19;M
526814 ;4;M
526814 ;5;M
526814 ;6;M
526826 ;1;M
526826 ;2;M
526826 ;4;M
526826 ;6;M
526826 ;8;M
526826 ;9;M
526826 ;12;M
526826 ;13;M
526826 ;14;M
526826 ;15;M
526826 ;17;M
526826 ;23;A
526826 ;25;M
526826 ;29;M
526826 ;30;M
526883 ;5;M
526883 ;6;M
526883 ;9;A
526910 ;3;M
526910 ;4;M
526910 ;5;M
526969 ;14;M
526969 ;22;M
526969 ;23;M
526969 ;24;M
526969 ;25;M
526969 ;26;M
526969 ;27;M
526969 ;28;M
526969 ;29;M
526969 ;30;M
526969 ;31;M
526969 ;32;M
526969 ;33;M
526969 ;34;M
526969 ;35;M
526969 ;36;M
526969 ;37;M
526969 ;41;M
526969 ;42;M
526973 ;15;6
526997 ;5;6
526997 ;9;M
526997 ;17;6
527008 ;6;M
527008 ;13;M
527027 ;4;6
527037 ;1;A
527037 ;2;M
527037 ;11;M
527037 ;17;M
527037 ;18;A
527076 ;10;A
527118 ;5;M
527227 ;1;M
527227 ;3;M
527227 ;9;M
527227 ;17;M
527231 ;5;M
527254 ;7;M
527280 ;13;M
527298 ;2;M
527298 ;4;M
527298 ;5;M
527298 ;8;M
527300 ;3;M
527300 ;14;M
527300 ;17;M
527336 ;43;M
527385 ;2;M
527385 ;6;M
527385 ;8;M
527385 ;16;M
527431 ;2;N
527431 ;5;6
527431 ;6;A
527431 ;13;6
527431 ;18;6
527553 ;3;M
527553 ;6;M
527553 ;12;M
527565 ;1;N
527565 ;2;N
527565 ;3;N
527565 ;4;N
527565 ;5;N
527565 ;6;N
527614 ;1;M
527614 ;3;M
527614 ;14;M
527664 ;1;N
527664 ;2;N
527664 ;3;N
527664 ;4;N
527664 ;5;N
527664 ;6;N
527664 ;7;N
527664 ;8;N
527664 ;9;N
527702 ;10;M
527768 ;2;A
527855 ;2;M
527880 ;7;N
527882 ;4;A
527882 ;8;A
527957 ;3;M
527957 ;4;M
528074 ;10;M
528104 ;6;M
528104 ;10;M
528115 ;8;M
528122 ;1;M
528148 ;2;M
528148 ;3;M
528159 ;6;M
528227 ;21;M
528227 ;24;A
528305 ;7;M
528383 ;2;M
528383 ;9;M
528383 ;13;M
528383 ;14;M
528383 ;18;M
528383 ;21;M
528383 ;25;M
528383 ;27;M
528385 ;6;A
528388 ;1;N
528399 ;5;M
528399 ;10;M
528401 ;6;M
528401 ;15;M
528401 ;16;M
528401 ;17;M
528401 ;24;M
528408 ;5;6
528408 ;7;6
528408 ;11;6
528433 ;2;M
528433 ;14;M
528433 ;15;M
528433 ;16;M
528433 ;18;M
528433 ;19;M
528436 ;6;M
528436 ;8;M
528436 ;11;M
528436 ;12;M
528436 ;14;M
528480 ;14;M
528480 ;24;A
528510 ;10;M
528558 ;3;M
528558 ;4;M
528633 ;3;M
528642 ;3;M
528646 ;2;M
528646 ;3;M
528646 ;6;M
528646 ;9;M
528646 ;17;M
528646 ;20;M
528671 ;10;M
528733 ;8;M
528792 ;17;M
528792 ;18;M
528914 ;4;A
528982 ;2;M
528982 ;6;M
529042 ;9;M
529053 ;1;M
529053 ;4;M
529053 ;7;M
529053 ;12;M
529054 ;1;M
529054 ;3;M
529054 ;4;M
529150 ;14;M
529150 ;15;A
529150 ;17;M
529150 ;21;M
529183 ;6;M
529183 ;7;M
529183 ;11;M
529183 ;12;M
529183 ;13;6
529183 ;16;6
529183 ;20;6
529188 ;2;M
529194 ;4;M
529206 ;10;6
529210 ;20;M
529210 ;32;M
529255 ;5;6
529267 ;12;M
529267 ;13;M
529358 ;19;M
529358 ;24;M
529369 ;9;A
529369 ;18;M
529391 ;10;M
529410 ;24;M
529410 ;26;M
529410 ;27;M
529410 ;30;M
529411 ;13;M
529411 ;14;M
529416 ;3;M
529416 ;5;M
529416 ;6;M
529416 ;7;M
529416 ;9;M
529416 ;10;M
529416 ;11;M
529416 ;12;M
529452 ;5;M
529469 ;7;6
529497 ;7;M
529537 ;3;M
529537 ;8;M
529537 ;12;M
529583 ;2;6
529583 ;4;6
529583 ;7;A
529583 ;17;6
529583 ;18;6
529593 ;6;M
529593 ;14;M
529593 ;18;M
529593 ;23;M
529598 ;1;N
529631 ;7;M
529649 ;3;M
529651 ;2;M
529700 ;7;N
529700 ;15;M
529722 ;8;M
529722 ;11;M
529738 ;14;M
529807 ;5;M
529837 ;9;M
529837 ;10;M
529837 ;15;M
529837 ;16;M
529837 ;22;M
529875 ;6;M
529888 ;1;N
529888 ;4;N
529895 ;4;N
529976 ;7;M
529976 ;8;M
529976 ;14;M
530011 ;1;M
530011 ;3;M
530112 ;11;M
530130 ;6;M
530130 ;11;M
530161 ;5;M
530161 ;10;M
530194 ;3;M
530194 ;9;M
530281 ;5;M
530281 ;7;M
530285 ;4;M
530285 ;21;M
530299 ;14;M
530328 ;2;6
530328 ;4;6
530328 ;5;6
530328 ;9;6
530328 ;10;6
530328 ;12;6
530328 ;14;6
530328 ;15;6
530328 ;16;6
530328 ;20;6
530328 ;23;M
530328 ;26;6
530328 ;28;6
530328 ;29;6
530328 ;31;6
530366 ;1;M
530366 ;5;M
530366 ;16;M
530390 ;4;M
530390 ;5;M
530393 ;7;M
530393 ;10;M
530417 ;2;M
530417 ;3;M
530417 ;5;M
530417 ;9;M
530417 ;10;M
530417 ;12;M
530417 ;19;M
530429 ;5;M
530429 ;6;M
530437 ;6;A
530437 ;7;A
530438 ;4;M
530442 ;6;M
530466 ;1;M
530466 ;13;M
530466 ;17;M
530526 ;15;M
530617 ;14;M
530627 ;13;M
530672 ;10;6
530672 ;13;6
530679 ;3;M
530679 ;15;M
530679 ;16;M
530717 ;9;M
530724 ;3;6
530724 ;9;6
530724 ;10;6
530724 ;14;6
530736 ;3;M
530736 ;8;M
530736 ;10;A
530736 ;11;A
530736 ;17;A
530806 ;14;6
530814 ;4;A
530814 ;5;A
530814 ;10;M
530856 ;6;M
530856 ;19;M
530856 ;23;M
530863 ;5;M
530863 ;19;A
530943 ;8;M
530943 ;14;M
530949 ;13;M
530958 ;7;M
530964 ;13;6
530973 ;4;M
530973 ;5;M
530973 ;22;M
530982 ;4;M
531154 ;13;M
531154 ;23;M
531170 ;3;A
531170 ;4;A
531170 ;7;6
531243 ;17;M
531243 ;30;M
531247 ;4;M
531247 ;12;M
531247 ;14;M
531247 ;15;M
531247 ;17;M
531247 ;18;M
531247 ;21;M
531247 ;22;M
531247 ;24;M
531247 ;32;M
531290 ;1;M
531290 ;6;A
531290 ;12;M
531333 ;17;M
531377 ;12;A
531478 ;14;A
531478 ;17;A
531478 ;19;M
531478 ;20;M
531478 ;21;M
531478 ;22;M
531478 ;23;M
531478 ;24;M
531478 ;31;A
531478 ;32;A
531478 ;34;A
531478 ;36;A
531486 ;2;M
531512 ;6;A
531527 ;7;M
531527 ;8;M
531527 ;9;M
531527 ;12;M
531527 ;14;M
531556 ;14;M
531561 ;8;M
531563 ;20;M
531563 ;21;M
531606 ;9;M
531647 ;1;M
531647 ;5;M
531647 ;6;M
531647 ;8;M
531647 ;10;M
531647 ;14;M
531647 ;15;M
531647 ;16;M
531647 ;19;M
531652 ;4;M
531652 ;14;M
531652 ;31;M
531720 ;11;6
531722 ;2;6
531722 ;11;6
531756 ;3;M
531778 ;4;6
531794 ;6;M
531828 ;1;M
531828 ;3;M
531828 ;4;M
531828 ;5;M
531828 ;6;M
531828 ;8;M
531828 ;12;M
531828 ;14;M
531828 ;18;M
531828 ;19;M
531828 ;20;M
531828 ;21;M
531828 ;22;M
531828 ;23;M
531828 ;24;M
531828 ;26;M
531828 ;30;M
531828 ;33;M
531845 ;2;M
531845 ;5;M
531845 ;11;M
531845 ;15;M
531845 ;17;M
531868 ;4;N
531899 ;4;M
531918 ;3;M
531920 ;6;6
531951 ;1;M
531951 ;4;M
531951 ;10;M
531951 ;12;M
531951 ;13;M
531951 ;15;M
531951 ;20;M
531951 ;21;M
531951 ;24;M
531951 ;25;M
531951 ;27;M
531951 ;28;M
531951 ;31;M
531951 ;32;M
531951 ;34;M
531988 ;1;N
531988 ;2;N
532015 ;6;M
532015 ;10;M
532015 ;11;M
532020 ;4;M
532038 ;5;A
532039 ;3;M
532039 ;7;M
532039 ;8;M
532039 ;11;M
532039 ;20;M
532039 ;21;M
532039 ;24;M
532039 ;29;M
532039 ;33;M
532039 ;34;M
532059 ;2;M
532070 ;9;A
532082 ;1;M
532082 ;4;M
532082 ;9;M
532082 ;10;M
532082 ;14;M
532085 ;7;N
532086 ;7;N
532092 ;6;6
532092 ;10;6
532119 ;7;M
532148 ;11;M
532149 ;6;M
532162 ;10;6
532162 ;20;6
532229 ;2;M
532229 ;3;M
532229 ;11;M
532235 ;5;A
532235 ;13;A
532235 ;14;A
532258 ;5;M
532296 ;5;A
532324 ;2;N
532356 ;6;M
532356 ;10;M
532382 ;5;M
532382 ;12;M
532391 ;9;M
532391 ;15;M
532431 ;17;M
532431 ;19;M
532445 ;3;N
532445 ;8;N
532484 ;8;M
532492 ;9;M
532492 ;11;M
532492 ;12;M
532492 ;13;M
532498 ;9;M
532498 ;16;M
532554 ;5;M
532554 ;6;M
532554 ;7;M
532554 ;12;M
532641 ;1;N
532651 ;1;6
532651 ;16;6
532664 ;9;M
532664 ;12;M
532671 ;8;M
532675 ;4;6
532675 ;5;6
532675 ;6;6
532675 ;9;M
532683 ;1;M
532683 ;7;M
532683 ;8;M
532683 ;13;M
532683 ;14;M
532688 ;2;M
532688 ;3;M
532743 ;1;N
532743 ;2;N
532743 ;3;N
532743 ;4;N
532743 ;5;N
532743 ;6;N
532759 ;7;A
532759 ;9;A
532759 ;30;A
532779 ;11;6
532796 ;12;M
532817 ;9;M
532817 ;17;M
532886 ;17;M
532908 ;5;M
532908 ;7;M
532908 ;9;M
532908 ;12;M
532941 ;1;M
532941 ;2;M
532941 ;3;M
532941 ;4;M
532941 ;5;M
532950 ;14;M
532950 ;15;M
533002 ;6;M
533002 ;7;M
533002 ;8;M
533005 ;10;M
533005 ;12;M
533088 ;9;A
533140 ;7;M
533149 ;1;M
533149 ;2;M
533149 ;3;M
533149 ;4;M
533149 ;16;M
533149 ;18;M
533149 ;20;M
533149 ;21;M
533285 ;1;M
533285 ;10;M
533318 ;15;M
533318 ;24;M
533324 ;6;M
533360 ;6;M
533360 ;30;M
533363 ;9;M
533363 ;13;6
533443 ;7;M
533443 ;20;A
533452 ;25;M
533452 ;29;M
533476 ;15;M
533500 ;2;M
533534 ;14;M
533534 ;15;M
533534 ;18;M
533534 ;20;M
533534 ;21;M
533534 ;25;M
533534 ;26;M
533534 ;30;M
533534 ;37;M
533554 ;6;M
533554 ;16;M
533556 ;4;M
533566 ;7;M
533603 ;1;M
533615 ;8;M
533633 ;5;M
533723 ;5;M
533723 ;7;M
533807 ;2;M
533807 ;4;M
533807 ;9;M
533807 ;12;A
533832 ;13;M
533832 ;17;M
533853 ;16;6
533855 ;2;M
533873 ;2;M
533904 ;12;M
533990 ;17;N
534032 ;10;M
534062 ;6;M
534138 ;9;M
534181 ;8;M
534181 ;15;M
534191 ;11;M
534194 ;4;M
534243 ;7;M
534243 ;11;M
534278 ;6;6
534299 ;15;M
534362 ;3;M
534362 ;5;M
534362 ;11;M
534416 ;10;6
534422 ;13;M
534422 ;15;M
534422 ;26;M
534426 ;1;M
534426 ;19;M
534445 ;3;6
534650 ;8;M
534650 ;20;M
534656 ;7;M
534715 ;6;M
534834 ;3;M
534881 ;8;M
534881 ;11;M
534881 ;13;M
534881 ;20;M
534881 ;21;M
535009 ;2;M
535135 ;1;A
535135 ;8;M
535135 ;9;M
535135 ;10;M
535158 ;16;M
535184 ;4;M
535239 ;2;6
535239 ;8;6
535239 ;13;M
535239 ;25;6
535254 ;5;M
535295 ;15;M
535307 ;7;6
535307 ;8;6
535307 ;17;M
535341 ;13;M
535341 ;15;M
535387 ;8;M
535438 ;12;N
535463 ;12;6
535463 ;13;6
535463 ;17;M
535524 ;16;M
535543 ;4;M
535543 ;17;M
535543 ;18;M
535567 ;1;A
535567 ;3;A
535567 ;6;A
535639 ;11;M
535643 ;13;M
535643 ;16;M
535644 ;1;M
535652 ;11;M
535780 ;20;A
535788 ;6;M
535929 ;12;M
535929 ;15;M
535929 ;18;M
535929 ;19;M
535929 ;20;M
535929 ;27;M
535929 ;32;M
535929 ;34;M
535930 ;11;M
535930 ;16;M
535930 ;19;M
535930 ;20;M
535936 ;6;A
535936 ;12;M
535946 ;1;6
535946 ;10;M
535946 ;12;M
535946 ;13;M
535946 ;14;M
535946 ;15;M
535946 ;22;M
535946 ;23;M
535998 ;6;M
536080 ;9;M
536107 ;5;M
536124 ;8;M
536158 ;4;M
536158 ;6;M
536158 ;18;M
536185 ;9;M
536413 ;1;M
536455 ;6;M
536455 ;21;M
536455 ;22;M
536466 ;9;M
536466 ;13;M
536481 ;9;M
536497 ;20;M
536522 ;3;N
536586 ;12;M
536586 ;17;M
536586 ;19;M
536706 ;1;M
536706 ;22;M
536706 ;23;M
536706 ;24;M
536711 ;6;M
536711 ;7;M
536718 ;7;M
536718 ;16;M
536718 ;25;M
536718 ;26;M
536718 ;27;M
536718 ;28;M
536718 ;29;M
536718 ;31;M
536718 ;33;M
536718 ;34;M
536755 ;5;A
536755 ;7;A
536755 ;15;M
536755 ;21;M
536755 ;26;M
536793 ;4;M
536793 ;14;M
536793 ;21;M
536803 ;17;M
536803 ;18;M
536803 ;26;M
536863 ;9;A
536900 ;5;M
536900 ;7;M
536900 ;11;M
536911 ;4;M
536917 ;13;M
536917 ;19;M
536918 ;1;M
536918 ;3;M
536918 ;4;M
536918 ;5;M
536918 ;16;M
536988 ;6;M
537080 ;3;M
537080 ;6;M
537124 ;8;A
537124 ;10;A
537124 ;17;A
537251 ;5;6
537251 ;15;6
537251 ;16;6
537258 ;6;M
537258 ;8;M
537258 ;11;M
537258 ;12;M
537258 ;16;M
537258 ;35;M
537258 ;37;M
537259 ;16;M
537319 ;8;M
537319 ;27;M
537322 ;3;N
537362 ;4;M
537362 ;5;M
537362 ;9;M
537362 ;11;M
537371 ;1;M
537371 ;12;M
537371 ;14;M
537447 ;8;M
537455 ;2;M
537455 ;3;M
537455 ;4;M
537455 ;5;M
537455 ;6;M
537455 ;7;M
537455 ;8;M
537455 ;9;M
537455 ;14;M
537455 ;25;M
537520 ;8;N
537520 ;17;N
537644 ;9;6
537644 ;19;6
537765 ;3;M
537765 ;12;M
537765 ;17;M
537776 ;5;M
537776 ;11;M
537776 ;15;M
537776 ;26;M
537778 ;10;6
537778 ;16;6
537778 ;17;6
537778 ;20;6
537778 ;22;6
537806 ;5;M
537806 ;14;M
537806 ;19;M
537891 ;5;6
537891 ;17;M
537945 ;7;M
537945 ;9;M
537945 ;18;M
537997 ;1;M
537997 ;3;M
537997 ;4;M
537997 ;7;M
537997 ;8;A
537997 ;16;M
538024 ;3;M
538024 ;4;M
538024 ;14;M
538034 ;18;M
538042 ;3;M
538042 ;7;M
538042 ;12;M
538042 ;14;M
538042 ;20;M
538095 ;7;M
538096 ;1;M
538096 ;5;M
538096 ;9;M
538096 ;10;M
538111 ;2;M
538301 ;8;M
538368 ;6;M
538368 ;7;M
538368 ;8;M
538368 ;9;M
538368 ;10;M
538368 ;11;M
538368 ;12;M
538368 ;13;M
538368 ;14;M
538368 ;15;M
538368 ;18;M
538394 ;2;M
538415 ;30;M
538531 ;1;A
538531 ;6;M
538544 ;1;M
538580 ;13;6
538619 ;3;M
538620 ;10;M
538634 ;3;M
538643 ;7;6
538737 ;1;A
538759 ;6;M
538759 ;9;M
538764 ;6;M
538764 ;7;M
538764 ;9;M
538764 ;12;M
538764 ;16;M
538764 ;18;M
538764 ;19;M
538764 ;20;M
538764 ;24;M
538764 ;35;M
538768 ;3;N
538768 ;6;M
538778 ;3;M
538778 ;6;M
538778 ;8;M
538778 ;9;M
538778 ;16;M
538778 ;17;M
538820 ;1;N
538843 ;1;M
538899 ;3;M
538899 ;6;M
538899 ;15;M
538899 ;17;M
538899 ;19;M
538985 ;8;M
539041 ;6;M
539041 ;7;M
539087 ;2;M
539087 ;19;M
539088 ;1;M
539088 ;10;M
539088 ;11;M
539101 ;3;A
539134 ;1;N
539134 ;5;N
539142 ;3;M
539142 ;8;M
539142 ;19;M
539142 ;34;M
539157 ;1;6
539157 ;2;6
539157 ;4;M
539157 ;7;6
539157 ;10;N
539157 ;16;6
539169 ;12;M
539170 ;5;M
539170 ;7;M
539213 ;1;6
539232 ;1;M
539232 ;13;M
539232 ;15;M
539232 ;18;M
539308 ;28;M
539308 ;29;M
539308 ;30;M
539308 ;37;M
539313 ;1;M
539313 ;2;M
539320 ;7;M
539320 ;10;M
539320 ;20;M
539357 ;9;M
539357 ;13;M
539357 ;14;M
539357 ;15;M
539357 ;16;M
539495 ;7;M
539527 ;15;M
539527 ;16;M
539527 ;22;M
539593 ;2;M
539603 ;1;M
539603 ;21;M
539634 ;10;M
539670 ;9;N
539682 ;14;M
539682 ;21;M
539704 ;7;A
539704 ;8;A
539704 ;9;A
539752 ;2;M
539752 ;6;6
539774 ;8;M
539808 ;14;M
539855 ;5;M
539891 ;9;M
539891 ;19;M
539984 ;10;M
539984 ;19;M
540022 ;16;M
540075 ;1;M
540075 ;4;M
540075 ;11;M
540080 ;1;6
540080 ;18;6
540089 ;5;M
540089 ;10;A
540089 ;13;M
540089 ;14;M
540089 ;15;M
540089 ;19;M
540089 ;27;M
540098 ;4;M
540098 ;8;M
540128 ;11;A
540169 ;8;6
540180 ;3;M
540180 ;14;N
540189 ;5;A
540204 ;6;M
540204 ;7;M
540204 ;9;M
540204 ;17;A
540212 ;5;M
540212 ;11;M
540212 ;14;M
540217 ;2;M
540222 ;5;6
540222 ;6;6
540222 ;9;6
540236 ;7;M
540321 ;9;M
540321 ;12;M
540321 ;13;M
540344 ;3;M
540386 ;2;M
540386 ;10;M
540386 ;12;M
540431 ;1;M
540431 ;4;M
540431 ;5;M
540431 ;6;M
540431 ;7;M
540431 ;8;M
540431 ;9;M
540431 ;10;M
540446 ;2;M
540558 ;6;6
540586 ;10;M
540598 ;1;M
540616 ;12;M
540727 ;3;6
540946 ;2;M
541002 ;17;6
541052 ;9;M
541085 ;7;M
541175 ;5;M
541175 ;6;N
541175 ;11;M
541175 ;12;M
541243 ;3;M
541243 ;5;M
541243 ;8;M
541264 ;4;N
541291 ;3;M
541309 ;4;M
541375 ;11;M
541388 ;2;M
541388 ;3;M
541388 ;6;M
541388 ;30;M
541388 ;31;M
541388 ;35;M
541392 ;2;M
541392 ;10;M
541392 ;11;M
541414 ;2;M
541414 ;3;M
541414 ;6;M
541430 ;1;M
541430 ;2;M
541430 ;4;M
541430 ;6;M
541430 ;9;M
541430 ;10;M
541430 ;12;M
541430 ;14;M
541430 ;15;M
541430 ;16;M
541430 ;17;M
541430 ;18;M
541430 ;19;M
541434 ;1;M
541434 ;10;6
541434 ;20;6
541434 ;21;6
541434 ;35;6
541434 ;36;M
541437 ;5;M
541437 ;6;M
541470 ;3;A
541491 ;12;6
541492 ;7;6
541511 ;15;M
541541 ;6;M
541599 ;1;M
541617 ;23;A
541626 ;3;M
541645 ;19;M
541654 ;5;M
541707 ;2;M
541707 ;6;M
541707 ;11;6
541775 ;6;M
541775 ;7;M
541777 ;1;M
541777 ;2;M
541777 ;3;M
541777 ;4;M
541777 ;5;M
541777 ;9;M
541777 ;10;M
541777 ;13;M
541845 ;4;M
541845 ;26;M
541921 ;7;6
541921 ;8;6
541921 ;10;6
541921 ;16;6
541933 ;1;6
541979 ;1;M
541979 ;8;M
541979 ;12;M
541979 ;13;M
541979 ;16;M
542017 ;9;M
542017 ;12;M
542033 ;1;A
542050 ;8;A
542068 ;6;M
542096 ;1;A
542119 ;14;M
542124 ;1;6
542124 ;2;M
542124 ;4;M
542124 ;21;M
542124 ;24;6
542124 ;28;M
542153 ;1;M
542153 ;3;M
542153 ;6;M
542153 ;7;M
542153 ;9;M
542153 ;20;M
542153 ;21;M
542153 ;22;M
542155 ;1;6
